t_rel_s,cellule,n_marches,spread_median,mid_median,depth_best_bid_median,depth_best_ask_median,depth_bid_10c_median,depth_ask_10c_median,bid_up_048_median,bid_up_049_median,bid_up_050_median,bid_up_051_median,bid_up_052_median,bid_dn_048_median,bid_dn_049_median,bid_dn_050_median,bid_dn_051_median,bid_dn_052_median,spread_p25,depth_best_bid_p25,spread_p75,depth_best_bid_p75
-150,Tous,48,0.01,0.53,28.815,100.29,1073.31,1116.79,67.92,167.74,143.5,39.315,17.5,0,0,0,0,0,0.01,18.56,0.01,85.5
-149,Tous,48,0.01,0.54,28.815,126.515,1073.31,1116.79,72.92,107.74,143.5,51.815,2.5,0,0,0,0,0,0.01,20.845,0.01,101.983
-148,Tous,48,0.01,0.535,35,108.38,565.22,631.95,60.84,70.38,50,30,0,0,0,0,0,0,0.01,21.44,0.01,82.25
-147,Tous,48,0.01,0.535,35,108.38,565.22,631.95,60.84,70.38,50,30,0,0,0,0,0,0,0.01,21.44,0.01,82.25
-146,Tous,48,0.01,0.53,37.5,100.29,1073.31,1120.86,72.92,90.19,50,35,0,0,0,0,0,0,0.01,22.035,0.01,61.22
-145,Tous,48,0.01,0.53,37.5,100.29,1073.31,1120.86,72.92,90.19,50,35,0,0,0,0,0,0,0.01,22.035,0.01,61.22
-144,Tous,48,0.01,0.53,37.5,100.29,1083.21,1120.86,72.92,90.19,55,35,0,0,0,0,0,0,0.01,22.035,0.01,61.22
-143,Tous,48,0.01,0.525,40.19,92.2,1619.61,1586.06,85,110,50,30,0,0,0,0,0,0,0.01,28.815,0.01,105.655
-142,Tous,48,0.01,0.515,40,90.78,1581.4,1285.65,82,75.19,35,5,0,45,0,0,0,0,0.01,20.25,0.01,87
-141,Tous,48,0.01,0.51,40.095,84.58,1108.34,967.045,71.42,72.785,27.5,2.5,0,47.92,5.095,0,0,0,0.01,24.4725,0.01,84.0475
-140,Tous,48,0.01,0.505,40.19,90.78,1581.4,1285.65,82,70.38,35,0,0,50.84,10.19,0,0,0,0.01,28.815,0.01,105.655
-139,Tous,48,0.01,0.505,49.16,84.58,1600.51,1395.16,79.5,72.785,27.5,0,0,58.465,30.095,0,0,0,0.01,31.9075,0.01,132.833
-138,Tous,48,0.01,0.505,87,97,1619.61,1605.04,87,145.1,50,0,0,92,71.47,0,0,0,0.01,37.5,0.01,172.795
-137,Tous,48,0.01,0.505,87,92.2,1619.61,1605.04,87,145.1,60,0,0,95.67,71.47,0,0,0,0.01,40,0.01,178.59
-136,Tous,48,0.01,0.505,69.08,81.125,1591.28,1559.62,83.5,97.5,35,0,0,92,60.19,0,0,0,0.01,35,0.01,169.898
-135,Tous,48,0.01,0.505,69.08,81.125,1591.28,1559.62,83.5,97.5,35,0,0,92,60.19,0,0,0,0.01,35,0.01,169.898
-134,Tous,48,0.01,0.505,69.08,81.125,1591.28,1559.62,83.5,97.5,35,0,0,92,60.19,0,0,0,0.01,35,0.01,169.898
-133,Tous,48,0.01,0.505,60.55,91.49,1550.84,1523.8,79.5,77.595,32.11,0,0,93.835,70.83,0,0,0,0.01,31.25,0.01,164.85
-132,Tous,48,0.01,0.505,62.97,90.78,1520.28,1514.43,77,75.19,29.22,0,0,95.67,71.47,0,0,0,0.01,32.5,0.01,162.7
-131,Tous,48,0.01,0.505,50,71.47,1456.02,1433.06,75,70.38,20,0,0,92,70.19,0,0,0,0.01,35,0.01,158.4
-130,Tous,48,0.01,0.505,45.45,69.235,1290.04,1400.09,70.42,70.38,16.5,0,0,92,60.32,0,0,0,0.01,29.805,0.01,132.282
-129,Tous,48,0.01,0.505,45.45,71.47,1225.7,1388.93,70,70.38,15,0,0,92,60.19,0,0,0,0.01,30,0.01,124.31
-128,Tous,48,0.01,0.505,45.45,67,1225.7,1388.93,70,70.38,15,0,0,92,60.19,0,0,0,0.01,29.61,0.01,126.45
-127,Tous,48,0.01,0.505,45.45,65.29,1289.96,1388.93,70.84,80,18,0,0,85.84,60.45,0,0,0,0.01,30,0.01,128.59
-126,Tous,48,0.01,0.505,47.725,65.215,1257.83,1360.7,72.92,75.19,16.5,0,0,88.13,60.32,0,0,0,0.01,31.25,0.01,127.52
-125,Tous,48,0.01,0.505,47.725,65.215,1257.83,1360.7,72.92,75.19,16.5,0,0,88.13,60.32,0,0,0,0.01,31.25,0.01,127.52
-124,Tous,48,0.01,0.505,50,65.14,1290.12,1372.91,76.1,75.19,15,0,0,85.84,60.45,0,0,0,0.01,32.5,0.01,141.495
-123,Tous,48,0.01,0.505,50.095,65.215,1299.49,1380.92,76.55,77.595,16.5,0,0,85.42,62.725,0,0,0,0.01,33.75,0.01,140.797
-122,Tous,48,0.01,0.505,50.095,65.215,1299.49,1380.92,76.55,77.595,16.5,0,0,85.42,62.725,0,0,0,0.01,33.75,0.01,140.797
-121,Tous,48,0.01,0.505,50.095,65.215,1299.49,1400.09,77,77.595,19,0,0,85.42,65.475,0,0,0,0.01,35,0.01,140.797
-120,Tous,48,0.01,0.505,50.095,65.215,1299.49,1400.09,77,77.595,19,0,0,85.42,65.475,0,0,0,0.01,33.75,0.01,140.797
-119,Tous,48,0.01,0.505,55.225,61.685,1336.03,1348.95,82,77.595,21.5,0,0,81.335,55.19,0,0,0,0.01,38.75,0.01,137.047
-118,Tous,48,0.01,0.505,55.225,53,1367.98,1354.03,82,77.595,24,0,0,82,50.19,0,0,0,0.01,38.75,0.01,127.007
-117,Tous,48,0.01,0.505,55.225,53,1362.98,1354.03,82,77.595,24,0,0,82,50.19,0,0,0,0.01,38.75,0.01,127.007
-116,Tous,48,0.01,0.505,55.225,60.725,1381.82,1379.03,82,77.595,24,0,0,83.92,60.19,0,0,0,0.01,38.75,0.01,127.007
-115,Tous,48,0.01,0.505,55.225,60.725,1381.82,1379.03,82,77.595,24,0,0,86.42,60.19,0,0,0,0.01,38.75,0.01,128.257
-114,Tous,48,0.01,0.505,55.225,60.725,1379.49,1379.03,82,77.595,24,0,0,86.42,60.19,0,0,0,0.01,38.75,0.01,127.007
-113,Tous,48,0.01,0.505,47.725,63,1379.49,1379.03,82,77.595,27.11,0,0,86.42,60.19,0,0,0,0.01,33.75,0.01,118.708
-112,Tous,48,0.01,0.505,47.725,63,1379.49,1379.03,82,77.595,27.11,0,0,86.42,60.19,0,0,0,0.01,38.75,0.01,118.708
-111,Tous,48,0.01,0.505,47.725,65.145,1379.49,1393.03,82,77.595,27.11,0,0,86.42,60.19,0,0,0,0.01,38.75,0.01,118.708
-110,Tous,48,0.01,0.505,45.45,63,1376.99,1393.03,82,77.595,27.11,0,0,83.92,60.19,0,0,0,0.01,33.75,0.01,119.105
-109,Tous,48,0.01,0.505,45.45,63,1376.99,1393.03,82,77.595,27.11,0,0,83.92,60.19,0,0,0,0.01,37.25,0.01,138.532
-108,Tous,48,0.01,0.505,45.45,65.145,1376.99,1393.03,82,77.595,27.11,0,0,83.92,60.19,0,0,0,0.01,34.015,0.01,138.532
-107,Tous,48,0.01,0.505,52.95,65.145,1384.96,1393.03,82,77.595,27.11,0,0,83.92,60.19,0,0,0,0.01,33.75,0.01,138.532
-106,Tous,48,0.01,0.505,47.82,63,1408.96,1353,82,77.595,27.11,0,0,85.545,60.19,0,0,0,0.01,30,0.01,133.335
-105,Tous,48,0.01,0.505,47.82,60.725,1411.68,1393.03,82,77.595,27.11,0,0,85.545,55.19,0,0,0,0.01,33.75,0.01,133.335
-104,Tous,48,0.01,0.505,55.32,60.725,1379.44,1393.03,82,77.595,27.11,0,0,85.545,57.59,0,0,0,0.01,33.75,0.01,133.335
-103,Tous,48,0.01,0.505,55.32,57.725,1411.68,1341.13,82,77.595,27.11,0,0,85.545,57.59,0,0,0,0.01,33.75,0.01,133.335
-102,Tous,48,0.01,0.505,55.32,57.725,1411.68,1341.13,82,77.595,27.11,0,0,85.545,57.59,0,0,0,0.01,33.75,0.01,133.335
-101,Tous,48,0.01,0.505,55.32,57.725,1411.68,1341.13,82,77.595,27.11,0,0,85.545,57.59,0,0,0,0.01,33.75,0.01,135.233
-100,Tous,48,0.01,0.505,55.32,57.725,1411.68,1341.13,82,77.595,27.11,0,0,85.545,57.785,0,0,0,0.01,33.75,0.01,135.233
-99,Tous,48,0.01,0.505,57.935,57.725,1411.68,1341.13,82,77.595,27.11,0,0,85.545,57.785,0,0,0,0.01,33.75,0.01,135.233
-98,Tous,48,0.01,0.505,57.935,57.725,1416.68,1346.13,82,77.595,27.11,0,0,85.545,57.785,0,0,0,0.01,33.75,0.01,135.233
-97,Tous,48,0.01,0.505,57.935,57.725,1416.68,1346.13,82,77.595,27.11,0,0,83.625,57.785,0,0,0,0.01,33.75,0.01,135.233
-96,Tous,48,0.01,0.505,57.935,57.725,1424.76,1341.03,82,77.595,27.11,0,0,83.625,57.785,0,0,0,0.01,33.75,0.01,135.233
-95,Tous,48,0.01,0.505,57.935,57.725,1424.76,1341.03,82,77.595,27.11,0,0,83.625,57.785,0,0,0,0.01,33.75,0.01,135.233
-94,Tous,48,0.01,0.505,57.935,57.725,1424.76,1341.03,82,77.595,27.11,0,0,83.625,57.785,0,0,0,0.01,33.75,0.01,135.233
-93,Tous,48,0.01,0.505,57.935,57.725,1424.76,1341.03,82,77.595,27.11,0,0,83.625,57.785,0,0,0,0.01,33.75,0.01,135.233
-92,Tous,48,0.01,0.505,57.935,52.495,1424.76,1336.03,82,77.595,27.11,0,0,83.625,55.185,0,0,0,0.01,33.75,0.01,135.233
-91,Tous,48,0.01,0.505,57.935,52.495,1424.76,1333.97,82,77.595,27.11,0,0,83.625,55.185,0,0,0,0.01,33.75,0.01,135.233
-90,Tous,48,0.01,0.505,57.935,54.995,1424.76,1333.97,82,77.595,27.11,0,0,83.625,55.185,0,0,0,0.01,33.75,0.01,135.233
-89,Tous,48,0.01,0.505,61.71,52.815,1424.76,1332.95,82,77.595,21.5,0,0,83.625,55.185,0,0,0,0.01,35.195,0.01,135.233
-88,Tous,48,0.01,0.505,61.71,52.815,1419.76,1332.95,82,77.595,21.5,0,0,83.625,55.185,0,0,0,0.01,35.195,0.01,135.233
-87,Tous,48,0.01,0.505,61.71,54.485,1419.76,1331.92,82,77.595,21.5,0,0,83.625,55.185,0,0,0,0.01,35.195,0.01,135.233
-86,Tous,48,0.01,0.505,57.935,54.485,1419.76,1331.92,82,77.595,21.5,0,0,83.625,55.185,0,0,0,0.01,33.75,0.01,135.233
-85,Tous,48,0.01,0.505,61.71,54.485,1419.76,1331.92,82,77.595,21.5,0,0,83.625,57.59,0,0,0,0.01,35.195,0.01,135.233
-84,Tous,48,0.01,0.505,61.71,53.46,1361.13,1335.9,82,77.595,24,0,0,83.625,57.59,0,0,0,0.01,35.195,0.01,135.233
-83,Tous,48,0.01,0.505,61.71,54.995,1346.12,1311.1,82,77.595,24,0,0,83.625,57.59,0,0,0,0.01,35.195,0.01,135.233
-82,Tous,48,0.01,0.505,57.935,52.815,1332.04,1356.22,82,77.595,24,0,0,83.625,57.59,0,0,0,0.01,35.195,0.01,135.233
-81,Tous,48,0.01,0.505,57.935,52.815,1332.04,1351.22,82,77.595,24,0,0,83.625,57.59,0,0,0,0.01,35.195,0.01,135.233
-80,Tous,48,0.01,0.505,57.935,52.76,1344.53,1325.22,82,77.595,27.5,0,0,83.625,52.59,0,0,0,0.01,33.75,0.01,132.458
-79,Tous,48,0.01,0.505,57.935,52.76,1344.53,1327.47,82,77.595,24,0,0,83.625,52.59,0,0,0,0.01,33.75,0.01,132.458
-78,Tous,48,0.01,0.505,50.595,54.935,1349.74,1320.22,90.625,77.595,24,0,0,81.42,50.095,0,0,0,0.01,30,0.01,130.498
-77,Tous,48,0.01,0.505,53.095,54.935,1349.74,1330.62,90.625,77.595,19,0,0,88.875,50.095,0,0,0,0.01,30,0.01,132.458
-76,Tous,48,0.01,0.505,53.095,52.76,1347.24,1323.02,90.625,77.595,17.55,0,0,88.875,50.095,0,0,0,0.01,30,0.01,132.458
-75,Tous,48,0.01,0.505,53.095,52.76,1337.93,1287.9,91.83,77.595,17.55,0,0,86.165,50.095,0,0,0,0.01,33.75,0.01,141.85
-74,Tous,48,0.01,0.505,53.095,48,1337.93,1289.22,92.41,77.595,17.55,0,0,83.54,45,0,0,0,0.01,33.75,0.01,141.85
-73,Tous,48,0.01,0.505,58,43,1337.93,1279.08,94.115,77.595,17.55,0,0,83.54,45,0,0,0,0.01,35,0.01,141.85
-72,Tous,48,0.01,0.505,60.725,43,1343.13,1284.29,97.82,77.595,17.55,0,0,83.54,45,0,0,0,0.01,35,0.01,141.85
-71,Tous,48,0.01,0.505,60.45,45,1338.13,1284.29,97.82,77.595,24,0,0,83.54,45,0,0,0,0.01,33.75,0.01,141.85
-70,Tous,48,0.01,0.505,57.725,45,1364.44,1287.79,97.82,77.595,24,0,0,86.165,45,0,0,0,0.01,33.75,0.01,141.85
-69,Tous,48,0.01,0.505,57.725,47.5,1451.11,1399.95,97.82,77.595,23.69,0,0,86.165,40,0,0,0,0.01,33.75,0.01,141.85
-68,Tous,48,0.01,0.505,57.725,47.5,1526.7,1443.96,100.91,77.595,24,0,0,83.25,42.055,0,0,0,0.01,33.75,0.01,141.85
-67,Tous,48,0.01,0.505,47.725,44.555,1556.7,1485.29,100.91,77.595,32.5,0,0,81.165,42.055,0,0,0,0.01,33.75,0.01,125.925
-66,Tous,48,0.01,0.505,45.225,52.76,1580.84,1485.29,101.32,77.595,32.5,0,0,81.5,44.555,0,0,0,0.01,30,0.01,125.925
-65,Tous,48,0.01,0.505,45.225,52.76,1580.84,1485.29,101.32,80,32.5,0,0,81.5,44.555,0,0,0,0.01,30,0.01,132.345
-64,Tous,48,0.01,0.505,52.915,43.32,1575.87,1385.59,101.32,77.595,26.05,0,0,82.75,42.5,0,0,0,0.01,33.75,0.01,132.345
-63,Tous,48,0.01,0.505,52.915,43.32,1542.13,1385.59,101.32,77.595,26.05,0,0,82.75,42.5,0,0,0,0.01,33.75,0.01,132.345
-62,Tous,48,0.01,0.505,52.5,43.32,1549.65,1384.62,101.32,77.595,28,0,0,81.785,42.5,0,0,0,0.01,33.75,0.01,133.595
-61,Tous,48,0.01,0.505,45.27,43.32,1537.32,1377.12,101.32,77.595,28,0,0,81.785,42.5,0,0,0,0.01,35,0.01,137.345
-60,Tous,48,0.01,0.505,47.725,45.82,1522.96,1382.12,101.32,77.595,28,0,0,81.5,42.5,0,0,0,0.01,34.09,0.01,137.345
-59,Tous,48,0.01,0.505,39.11,50.05,1119.66,1096.21,84.32,75.645,32.5,0,0,66.575,40,0,0,0,0.01,23.7175,0.02,81.4325
-58,Tous,48,0.01,0.505,43.465,47.065,1023.25,1021.77,79.91,59.19,30,0,0,65.605,40,0,0,0,0.01,20.7475,0.02,74.5
-57,Tous,48,0.01,0.505,43.65,49.775,1013.25,995.96,82.91,57.88,30,0,0,71.25,36.515,0,0,0,0.01,26.125,0.02,82.75
-56,Tous,48,0.01,0.505,48.61,47.97,1057.13,1019.96,90.32,70.19,29,0,0,71.25,36.515,0,0,0,0.01,23.6475,0.02,112.5
-55,Tous,48,0.01,0.505,49.525,44.85,1057.13,1059.5,87.82,75,30,0,0,71.25,30,0,0,0,0.01,19.88,0.02,82.13
-54,Tous,48,0.01,0.505,44.205,46.865,1059.75,1063.68,83.32,75,30,0,0,73.875,30,0,0,0,0.01,19.9875,0.02,85.51
-53,Tous,48,0.01,0.505,40.415,45.85,1059.75,1063.68,83.32,75,30,0,0,73.875,30,0,0,0,0.01,19.9875,0.0125,71.9975
-52,Tous,48,0.01,0.505,40.415,40.095,1095.03,1034.2,83.32,75,29,0,0,71.25,17.915,0,0,0,0.01,20.375,0.01,76.87
-51,Tous,48,0.01,0.505,40.32,31.915,1100.03,985.905,83.32,73.425,30,0,0,71.25,19.19,0,0,0,0.01,20.375,0.01,76.87
-50,Tous,48,0.01,0.505,38.995,35.055,1047.53,989.345,83.32,75,30,0,0,71.25,19.285,0,0,0,0.01,19.6125,0.01,85.51
-49,Tous,48,0.01,0.505,38.11,31.47,1038.25,1004.35,83.32,67.55,29,0,0,71.25,24.095,0,0,0,0.01,15.8625,0.01,76.87
-48,Tous,48,0.01,0.505,38.995,34.04,1023.45,1004.35,80.41,67.55,33,0,0,71.25,20.19,0,0,0,0.01,18.3425,0.01,83.7525
-47,Tous,48,0.01,0.505,39.885,38.14,1023.45,1004.35,80.41,67.55,33,0,0,71.25,19.19,0,0,0,0.01,19.6125,0.01,83.7525
-46,Tous,48,0.01,0.505,39.885,38.14,1037.29,1011.45,83.32,70.05,32,0,0,71.25,20.19,0,0,0,0.01,19.6125,0.01,118.61
-45,Tous,48,0.01,0.505,40,42.5,1062.3,971.325,87.82,75,33,0,0,71.25,22.205,0,0,0,0.01,18.3425,0.01,118.61
-44,Tous,48,0.01,0.505,40,42.5,1096.61,971.325,87.82,70.05,29,0,0,71.25,21.595,0,0,0,0.01,18.3425,0.01,111.11
-43,Tous,48,0.01,0.505,40.095,40,1072.99,956.325,83.32,57.6,13,0,0,71.25,20.19,0,0,0,0.01,15.48,0.01,98.8975
-42,Tous,48,0.01,0.505,39.11,35.57,1031.57,946.51,83.32,62.6,18.54,0,0,71.25,15.33,0,0,0,0.01,19.505,0.01,95.2625
-41,Tous,48,0.01,0.505,40.095,30.19,1011.82,978.555,83.32,70.05,18,0,0,71.25,17.82,0,0,0,0.01,19.505,0.01,105.293
-40,Tous,48,0.01,0.505,40,30,953.795,945.24,86.82,69.225,19.54,0,0,71.25,20.19,0,0,0,0.01,17.515,0.01,97.53
-39,Tous,48,0.01,0.505,42.725,33.03,964.215,963.555,82.82,67.55,17.54,0,0,71.25,22.72,0,0,0,0.01,17.515,0.01,105.293
-38,Tous,48,0.01,0.505,42.725,34.11,999.215,919.665,86.82,64.82,15.54,0,0,71.25,27.625,0,0,0,0.01,15.48,0.01,110.362
-37,Tous,48,0.01,0.505,42.93,35,974.62,914.665,76.5,62.46,15.54,0,0,71.25,27.625,0,0,0,0.01,20.375,0.01,105.153
-36,Tous,48,0.01,0.505,42.93,35,949.62,869.845,77.32,57.74,12.54,0,0,71.25,27.625,0,0,0,0.01,20.1425,0.01,107.922
-35,Tous,48,0.01,0.505,41.045,40,983.07,897.155,79.48,50.285,25,0,0,71.25,30.19,0,0,0,0.01,20.375,0.01,97.53
-34,Tous,48,0.01,0.505,37.64,40,923.07,839.165,77.32,48.77,25,0,0,71.25,30.19,0,0,0,0.01,15.8725,0.01,87.2925
-33,Tous,48,0.01,0.505,39.11,40,938.635,873.34,77.32,47.66,25,0,0,71.25,40,0,0,0,0.01,18.1375,0.01,67.655
-32,Tous,48,0.01,0.505,39.11,35,949.025,827.28,76.5,48.295,30,0,0,71.25,35.19,0,0,0,0.01,18.1375,0.01,84.4375
-31,Tous,48,0.01,0.505,39.11,35,993.095,811.64,76.5,49.28,25,0,0,71.25,35.19,0,0,0,0.01,15.3575,0.01,80.2625
-30,Tous,48,0.01,0.505,30.05,39.5,894.45,837.21,76.5,44.205,26.24,0,0,71.25,30,0,0,0,0.01,16.8,0.01,100.54
-29,Tous,48,0.01,0.505,34,40.095,1105.25,890.405,82.16,50.19,26.74,0,0,71.25,30.245,0,0,0,0.01,23.125,0.01,91.3725
-28,Tous,48,0.01,0.505,36.92,40,1062.84,1034.36,82.16,50.19,30,0,0,70.47,30.055,0,0,0,0.01,21.51,0.01,88.2525
-27,Tous,48,0.01,0.505,33.45,32.81,1076.76,975.16,86.16,50.38,16.16,0,0,61.04,30.19,0,0,0,0.01,20.045,0.01,92.0025
-26,Tous,48,0.01,0.505,30,40,1006.21,1038.84,73.875,50.38,30,0,0,61.04,25.15,0,0,0,0.01,21.43,0.01,72.41
-25,Tous,48,0.01,0.505,32.64,40,1005.71,1044.26,73.875,50.38,30,0,0,57.67,25.15,0,0,0,0.01,23.435,0.01,80.3375
-24,Tous,48,0.01,0.505,38.72,34.915,1087.21,1054.61,73.875,50.38,30,0,0,60.83,30.245,0,0,0,0.01,23.16,0.01,72.5
-23,Tous,48,0.01,0.505,36.92,40,1059.04,1033.04,73.875,50.19,24.5,0,0,60.83,17.82,0,0,0,0.01,28.555,0.01,80
-22,Tous,48,0.01,0.505,39.87,30,1039.05,1042.45,77.16,49.185,30,0,0,50.41,15.33,0,0,0,0.01,30,0.01,71.3575
-21,Tous,48,0.01,0.505,39.4,40,1033.89,1041.47,77.16,48.295,30,0,0,50.41,15.33,0,0,0,0.01,30,0.01,68.9725
-20,Tous,48,0.01,0.505,35,35,1069.49,1056.47,80.91,48.295,24.5,0,0,52.705,30,0,0,0,0.01,17.01,0.01,80.08
-19,Tous,48,0.01,0.505,37.68,40,1059.53,1018.04,72.285,41.61,24.5,0,0,50.41,22.725,0,0,0,0.01,17.01,0.0125,80.3375
-18,Tous,48,0.01,0.505,35.31,30,1088.16,898.5,63.455,30,15,0,0,32.915,15.33,0,0,0,0.01,19.5,0.02,71.58
-17,Tous,48,0.01,0.505,32.5,30,1050.09,857,53.035,30,17.5,0,0,30.415,12.605,0,0,0,0.01,20,0.02,80.7125
-16,Tous,48,0.01,0.505,38.895,30,1163.34,839.48,50.41,30,15,0,0,30,12.605,0,0,0,0.01,26.9575,0.02,83.5125
-15,Tous,48,0.01,0.51,52.83,30,1002.54,830.745,67.83,35,23.5,0,0,29.155,0,0,0,0,0.01,29.4675,0.02,192.5
-14,Tous,48,0.01,0.51,40.54,30,962.34,882.41,66.95,40,27.5,0,0,26.86,0,0,0,0,0.01,26.9575,0.02,121.953
-13,Tous,48,0.01,0.5125,42.54,30.79,982.58,813.34,53.035,40,30,0,0,26.86,0,0,0,0,0.01,29.4675,0.02,106.058
-12,Tous,48,0.01,0.5125,57.83,30,1059.49,849.25,66.95,37.63,30,0,0,27.705,0,0,0,0,0.01,30,0.03,168.58
-11,Tous,48,0.01,0.51,43.34,30,1017.5,847.54,48.115,32.63,30,0,0,26.86,0,0,0,0,0.01,25,0.03,141.315
-10,Tous,48,0.01,0.51,34,30,859.1,865.765,40.41,30,30,0,0,25.205,0,0,0,0,0.01,20.3075,0.0225,129.733
-9,Tous,48,0.01,0.5075,46.74,30,900.71,779.455,45.665,25.05,30,0,0,30,5,0,0,0,0.01,30,0.02,129.415
-8,Tous,48,0.01,0.5075,52.8,30,853.535,802.5,40.41,18.1,27.5,0,0,26.86,5,0,0,0,0.01,30,0.03,130.438
-7,Tous,48,0.01,0.505,39,30,900.71,802.095,38.615,23.05,23.5,0,0,22.91,5,0,0,0,0.01,30,0.03,126.79
-6,Tous,48,0.01,0.505,35.21,30,900.71,777.095,38.615,23.05,23.5,0,0,22.145,2.5,0,0,0,0.01,30,0.03,99.195
-5,Tous,48,0.01,0.505,40.205,30,795.245,711.83,33.115,10,14,0,0,26.86,2.5,0,0,0,0.01,30,0.03,105.953
-4,Tous,48,0.01,0.5075,30,30,735,679.405,38.615,13.1,16.5,0,0,20.41,0,0,0,0,0.01,28.75,0.03,81.25
-3,Tous,48,0.01,0.5125,30,30,667.5,682.32,40.41,13.05,16.5,0,0,17.705,0,0,0,0,0.01,21.61,0.03,83.4525
-2,Tous,48,0.015,0.515,30,30,672.5,650.95,33.82,23.05,15,0,0,12.93,0,0,0,0,0.01,28.75,0.03,103.89
-1,Tous,48,0.02,0.515,30,30,560.175,560.74,36.32,20.16,12.5,0,0,10.205,0,0,0,0,0.01,20.3075,0.03,33.8975
0,Tous,48,0.03,0.515,30,30,323,318.155,20.41,7.5,0,0,0,0,0,0,0,0,0.02,10.41,0.0825,40.32
1,Tous,48,0.01,0.525,17.5,18.66,840.275,678.99,17.5,10,5,10,0,0,0,0,0,0,0.01,10,0.02,53.7075
2,Tous,48,0.01,0.5275,51.5,41.275,1748,1667.31,118.5,68,48,50.495,2.5,0,0,0,0,0,0.01,28.75,0.01,187
3,Tous,48,0.01,0.525,84.86,46.73,1825.32,1901.24,149.5,94.515,60,53,2.5,0,0,0,0,0,0.01,26.225,0.01,215.415
4,Tous,48,0.01,0.52,102.86,45.55,1896,1917.11,67,61.5,62.5,17.5,0,0,0,0,0,0,0.01,54.75,0.01,264.243
5,Tous,48,0.01,0.525,100,61.54,2127.61,1930.84,96.56,84.495,65,29.5,0,0,0,0,0,0,0.01,59.45,0.01,283.993
6,Tous,48,0.01,0.515,139.465,73,1993.35,2328.52,62,72.725,16.5,2.605,0,10.205,0,0,0,0,0.01,47.3175,0.01,260.665
7,Tous,48,0.01,0.5,78.285,88.34,2004.58,2176,20,25,0,0,0,25,7.605,0,0,0,0.01,23.75,0.01,176.267
8,Tous,48,0.01,0.5,143.785,91.675,2709.9,2089.48,57.5,27.5,0,0,0,25,6.5,0,0,0,0.01,50.1275,0.01,356.077
9,Tous,48,0.01,0.51,123.245,115.995,2730.86,2511.32,42.68,35,11.5,0,0,22.705,0,0,0,0,0.01,35.875,0.01,234.75
10,Tous,48,0.01,0.515,90.65,123.015,2265.45,2204.93,38.68,30,25,0,0,5,0,0,0,0,0.01,32.5,0.01,288.77
11,Tous,48,0.01,0.515,126.81,93.285,1835.91,2043.84,33,30,12.5,6.32,0,5,0,0,0,0,0.01,28.75,0.01,309.98
12,Tous,48,0.01,0.52,128.045,89.435,1945.01,2340.76,68.835,42,20,18.82,0,5,0,0,0,0,0.01,46.7075,0.01,243.775
13,Tous,48,0.01,0.515,95.05,123.45,2102.78,2782.2,83.835,82,31.5,40,0,12.5,0,0,0,0,0.01,50,0.01,151.933
14,Tous,48,0.01,0.52,94.325,113.955,2130.88,2736.8,79.335,90.79,42,33,0,0,0,0,0,0,0.01,44.5,0.01,160
15,Tous,48,0.01,0.52,99.5,106.225,2098.69,3259.49,101.5,92.5,47,38.66,0,0,0,0,0,0,0.01,46.6825,0.01,187.098
16,Tous,48,0.01,0.515,92.495,87.715,2363.28,2766.61,83.5,82.5,103,45.66,0,10,0,0,0,0,0.01,50,0.01,216.52
17,Tous,48,0.01,0.52,109.465,112.925,2347.07,2620.53,81,61,158,56.495,0,0,0,0,0,0,0.01,50.6075,0.01,226.95
18,Tous,48,0.01,0.52,102.735,98,2106.05,2200.14,79.5,84.27,79.5,69.91,0,0,0,0,0,0,0.01,56.54,0.01,211.415
19,Tous,48,0.01,0.525,91.06,87.9,2800.88,2736.31,77.5,90.77,132.5,96.39,25,0,0,0,0,0,0.01,65,0.01,198.945
20,Tous,48,0.01,0.525,98.505,91.55,2855.06,2414.57,89.215,105.37,102,45.835,7.23,0,0,0,0,0,0.01,31.0525,0.01,206.1
21,Tous,48,0.01,0.525,106.14,103.22,2426.14,2364.85,56.18,127.6,62,36.5,10,0,0,0,0,0,0.01,38.805,0.01,206.64
22,Tous,48,0.01,0.525,103.535,80.705,2459.84,2341.2,57.5,75,39,59.485,29,0,0,0,0,0,0.01,56.575,0.01,211.343
23,Tous,48,0.01,0.525,70.08,107.64,2388.88,2061.34,70,101.1,53.575,57.5,22.79,0,0,0,0,0,0.01,45.25,0.01,211.583
24,Tous,48,0.01,0.525,70.17,103.255,2422.9,2078.27,100.535,129.1,32.5,37.5,15,0,0,0,0,0,0.01,37.25,0.01,205.08
25,Tous,48,0.01,0.515,81.975,109.35,2543.78,2398.15,70.2,65.5,25,25,0,0,0,0,0,0,0.01,52.75,0.01,190.235
26,Tous,48,0.01,0.52,109.56,93.99,1981.95,2548.45,60.2,63.5,22.5,13.485,2.5,0,0,0,0,0,0.01,54.75,0.01,217.975
27,Tous,48,0.01,0.51,116.81,123.305,2031.24,2160.24,42.5,47.5,10,0,0,0,0,0,0,0,0.01,37.3575,0.01,177.01
28,Tous,48,0.01,0.505,80.73,151.465,2028.35,2203.29,42.7,40,2.5,0,0,0,0,0,0,0,0.01,32.885,0.01,140.553
29,Tous,48,0.01,0.5,77.715,140.475,2224.24,2377.61,15.94,17.5,2.5,0,0,0,0,0,0,0,0.01,25,0.01,227.705
