variante,S,slug15,marge_max,n_episodes,secondes_arbitrage,phase_marge_max
A,1788587100,btc-updown-15m-1788587100,-0.001386,0,0,avant clôture #1
B,1788587100,btc-updown-15m-1788587100,-0.017273,0,0,après clôture #2
C,1788587100,btc-updown-15m-1788587100,-0.001386,0,0,entre #1 et #2
A,1788588000,btc-updown-15m-1788588000,0.00741409,5,17,après clôture #2
B,1788588000,btc-updown-15m-1788588000,-0.0125999,0,0,après clôture #2
C,1788588000,btc-updown-15m-1788588000,0.00741409,4,6,après clôture #2
A,1788588900,btc-updown-15m-1788588900,0.006591,1,2,après clôture #2
B,1788588900,btc-updown-15m-1788588900,-0.002781,0,0,après clôture #2
C,1788588900,btc-updown-15m-1788588900,-0.001386,0,0,après clôture #2
A,1788589800,btc-updown-15m-1788589800,-0.001386,0,0,avant clôture #1
B,1788589800,btc-updown-15m-1788589800,-0.0161045,0,0,après clôture #2
C,1788589800,btc-updown-15m-1788589800,-0.001386,0,0,entre #1 et #2
A,1788590700,btc-updown-15m-1788590700,0.319291,7,11,après clôture #2
B,1788590700,btc-updown-15m-1788590700,0.298815,4,6,après clôture #2
C,1788590700,btc-updown-15m-1788590700,-0.001386,0,0,après clôture #2
A,1788591600,btc-updown-15m-1788591600,-0.001386,0,0,avant clôture #1
B,1788591600,btc-updown-15m-1788591600,-0.002744,0,0,avant clôture #1
C,1788591600,btc-updown-15m-1788591600,-0.001386,0,0,avant clôture #1
A,1788592500,btc-updown-15m-1788592500,-0.002744,0,0,entre #1 et #2
B,1788592500,btc-updown-15m-1788592500,-0.00665,0,0,avant clôture #1
C,1788592500,btc-updown-15m-1788592500,-0.002744,0,0,entre #1 et #2
A,1788593400,btc-updown-15m-1788593400,-0.001386,0,0,avant clôture #1
B,1788593400,btc-updown-15m-1788593400,-0.0168823,0,0,avant clôture #1
C,1788593400,btc-updown-15m-1788593400,-0.001386,0,0,entre #1 et #2
A,1788594300,btc-updown-15m-1788594300,-0.00013986,0,0,avant clôture #1
B,1788594300,btc-updown-15m-1788594300,-0.0172728,0,0,après clôture #2
C,1788594300,btc-updown-15m-1788594300,-0.00013986,0,0,avant clôture #1
A,1788595200,btc-updown-15m-1788595200,-0.001386,0,0,entre #1 et #2
B,1788595200,btc-updown-15m-1788595200,-0.018505,0,0,après clôture #2
C,1788595200,btc-updown-15m-1788595200,-0.001386,0,0,entre #1 et #2
A,1788596100,btc-updown-15m-1788596100,-0.001386,0,0,avant clôture #1
B,1788596100,btc-updown-15m-1788596100,-0.013409,0,0,après clôture #2
C,1788596100,btc-updown-15m-1788596100,-0.001386,0,0,après clôture #2
A,1788597000,btc-updown-15m-1788597000,-0.001386,0,0,avant clôture #1
B,1788597000,btc-updown-15m-1788597000,-0.013409,0,0,après clôture #2
C,1788597000,btc-updown-15m-1788597000,-0.00563693,0,0,après clôture #2
A,1788597900,btc-updown-15m-1788597900,-0.001386,0,0,avant clôture #1
B,1788597900,btc-updown-15m-1788597900,-0.0302899,0,0,avant clôture #1
C,1788597900,btc-updown-15m-1788597900,-0.001386,0,0,avant clôture #1
A,1788598800,btc-updown-15m-1788598800,-0.00013986,0,0,après clôture #2
B,1788598800,btc-updown-15m-1788598800,-0.014725,0,0,entre #1 et #2
C,1788598800,btc-updown-15m-1788598800,-0.00013986,0,0,après clôture #2
A,1788599700,btc-updown-15m-1788599700,-0.001386,0,0,avant clôture #1
B,1788599700,btc-updown-15m-1788599700,-0.02406,0,0,avant clôture #1
C,1788599700,btc-updown-15m-1788599700,-0.001386,0,0,avant clôture #1
A,1788600600,btc-updown-15m-1788600600,0.002727,1,3,après clôture #2
B,1788600600,btc-updown-15m-1788600600,-0.017273,0,0,après clôture #2
C,1788600600,btc-updown-15m-1788600600,-0.001386,0,0,avant clôture #1
A,1788601500,btc-updown-15m-1788601500,-0.001386,0,0,entre #1 et #2
B,1788601500,btc-updown-15m-1788601500,-0.0115627,0,0,après clôture #2
C,1788601500,btc-updown-15m-1788601500,-0.001386,0,0,entre #1 et #2
A,1788602400,btc-updown-15m-1788602400,-0.001386,0,0,après clôture #2
B,1788602400,btc-updown-15m-1788602400,-0.023153,0,0,après clôture #2
C,1788602400,btc-updown-15m-1788602400,-0.001386,0,0,après clôture #2
A,1788603300,btc-updown-15m-1788603300,-0.001386,0,0,avant clôture #1
B,1788603300,btc-updown-15m-1788603300,-0.0107254,0,0,entre #1 et #2
C,1788603300,btc-updown-15m-1788603300,-0.001386,0,0,avant clôture #1
A,1788604200,btc-updown-15m-1788604200,-0.00013986,0,0,avant clôture #1
B,1788604200,btc-updown-15m-1788604200,-0.00918835,0,0,après clôture #2
C,1788604200,btc-updown-15m-1788604200,-0.00013986,0,0,avant clôture #1
A,1788605100,btc-updown-15m-1788605100,-0.001386,0,0,après clôture #2
B,1788605100,btc-updown-15m-1788605100,-0.0227298,0,0,entre #1 et #2
C,1788605100,btc-updown-15m-1788605100,-0.001386,0,0,après clôture #2
A,1788606000,btc-updown-15m-1788606000,-0.001386,0,0,entre #1 et #2
B,1788606000,btc-updown-15m-1788606000,-0.0213719,0,0,entre #1 et #2
C,1788606000,btc-updown-15m-1788606000,-0.001386,0,0,après clôture #2
A,1788606900,btc-updown-15m-1788606900,-0.001386,0,0,avant clôture #1
B,1788606900,btc-updown-15m-1788606900,-0.0206955,0,0,après clôture #2
C,1788606900,btc-updown-15m-1788606900,-0.012065,0,0,avant clôture #1
A,1788607800,btc-updown-15m-1788607800,-0.001386,0,0,entre #1 et #2
B,1788607800,btc-updown-15m-1788607800,-0.0147249,0,0,après clôture #2
C,1788607800,btc-updown-15m-1788607800,-0.005376,0,0,après clôture #2
A,1788608700,btc-updown-15m-1788608700,-0.001386,0,0,avant clôture #1
B,1788608700,btc-updown-15m-1788608700,-0.012065,0,0,entre #1 et #2
C,1788608700,btc-updown-15m-1788608700,-0.001386,0,0,avant clôture #1
A,1788609600,btc-updown-15m-1788609600,-0.001386,0,0,avant clôture #1
B,1788609600,btc-updown-15m-1788609600,-0.016013,0,0,après clôture #2
C,1788609600,btc-updown-15m-1788609600,-0.00665,0,0,après clôture #2
A,1788610500,btc-updown-15m-1788610500,-0.001386,0,0,avant clôture #1
B,1788610500,btc-updown-15m-1788610500,-0.013706,0,0,après clôture #2
C,1788610500,btc-updown-15m-1788610500,-0.001386,0,0,avant clôture #1
A,1788611400,btc-updown-15m-1788611400,-0.00013986,0,0,après clôture #2
B,1788611400,btc-updown-15m-1788611400,-0.0119255,0,0,entre #1 et #2
C,1788611400,btc-updown-15m-1788611400,-0.00013986,0,0,après clôture #2
A,1788612300,btc-updown-15m-1788612300,-0.001386,0,0,avant clôture #1
B,1788612300,btc-updown-15m-1788612300,-0.007896,0,0,après clôture #2
C,1788612300,btc-updown-15m-1788612300,-0.001386,0,0,après clôture #2
A,1788613200,btc-updown-15m-1788613200,-0.001386,0,0,avant clôture #1
B,1788613200,btc-updown-15m-1788613200,-0.011466,0,0,après clôture #2
C,1788613200,btc-updown-15m-1788613200,-0.009114,0,0,avant clôture #1
A,1788614100,btc-updown-15m-1788614100,-0.001386,0,0,avant clôture #1
B,1788614100,btc-updown-15m-1788614100,-0.020885,0,0,après clôture #2
C,1788614100,btc-updown-15m-1788614100,-0.001386,0,0,entre #1 et #2
A,1788615000,btc-updown-15m-1788615000,-0.000308537,0,0,entre #1 et #2
B,1788615000,btc-updown-15m-1788615000,-0.0172727,0,0,après clôture #2
C,1788615000,btc-updown-15m-1788615000,-0.000308537,0,0,entre #1 et #2
A,1788615900,btc-updown-15m-1788615900,-0.001386,0,0,avant clôture #1
B,1788615900,btc-updown-15m-1788615900,-0.016013,0,0,entre #1 et #2
C,1788615900,btc-updown-15m-1788615900,-0.001386,0,0,avant clôture #1
A,1788616800,btc-updown-15m-1788616800,-0.001386,0,0,avant clôture #1
B,1788616800,btc-updown-15m-1788616800,-0.00993728,0,0,entre #1 et #2
C,1788616800,btc-updown-15m-1788616800,-0.001386,0,0,après clôture #2
A,1788617700,btc-updown-15m-1788617700,0.00079035,1,3,après clôture #2
B,1788617700,btc-updown-15m-1788617700,-0.015834,0,0,après clôture #2
C,1788617700,btc-updown-15m-1788617700,0.00079035,1,1,après clôture #2
A,1788618600,btc-updown-15m-1788618600,-0.001386,0,0,avant clôture #1
B,1788618600,btc-updown-15m-1788618600,-0.0203442,0,0,après clôture #2
C,1788618600,btc-updown-15m-1788618600,-0.001386,0,0,après clôture #2
A,1788619500,btc-updown-15m-1788619500,-0.001386,0,0,avant clôture #1
B,1788619500,btc-updown-15m-1788619500,-0.016856,0,0,entre #1 et #2
C,1788619500,btc-updown-15m-1788619500,-0.007896,0,0,après clôture #2
A,1788620400,btc-updown-15m-1788620400,-0.001386,0,0,avant clôture #1
B,1788620400,btc-updown-15m-1788620400,-0.022033,0,0,après clôture #2
C,1788620400,btc-updown-15m-1788620400,-0.001386,0,0,entre #1 et #2
A,1788621300,btc-updown-15m-1788621300,-0.001386,0,0,avant clôture #1
B,1788621300,btc-updown-15m-1788621300,-0.0227297,0,0,entre #1 et #2
C,1788621300,btc-updown-15m-1788621300,-0.001386,0,0,avant clôture #1
A,1788622200,btc-updown-15m-1788622200,-0.001386,0,0,avant clôture #1
B,1788622200,btc-updown-15m-1788622200,-0.005376,0,0,avant clôture #1
C,1788622200,btc-updown-15m-1788622200,-0.001386,0,0,avant clôture #1
A,1788623100,btc-updown-15m-1788623100,0.0209785,2,4,après clôture #2
B,1788623100,btc-updown-15m-1788623100,0.000942826,1,1,après clôture #2
C,1788623100,btc-updown-15m-1788623100,-0.001386,0,0,après clôture #2
A,1788624000,btc-updown-15m-1788624000,-0.001386,0,0,entre #1 et #2
B,1788624000,btc-updown-15m-1788624000,-0.0126,0,0,avant clôture #1
C,1788624000,btc-updown-15m-1788624000,-0.001386,0,0,entre #1 et #2
A,1788624900,btc-updown-15m-1788624900,-0.001386,0,0,après clôture #2
B,1788624900,btc-updown-15m-1788624900,-0.013409,0,0,avant clôture #1
C,1788624900,btc-updown-15m-1788624900,-0.001386,0,0,après clôture #2
A,1788625800,btc-updown-15m-1788625800,-0.001386,0,0,entre #1 et #2
B,1788625800,btc-updown-15m-1788625800,-0.004074,0,0,après clôture #2
C,1788625800,btc-updown-15m-1788625800,-0.00420985,0,0,avant clôture #1
A,1788626700,btc-updown-15m-1788626700,-0.00013986,0,0,après clôture #2
B,1788626700,btc-updown-15m-1788626700,-0.014725,0,0,entre #1 et #2
C,1788626700,btc-updown-15m-1788626700,-0.00013986,0,0,après clôture #2
A,1788627600,btc-updown-15m-1788627600,-0.001386,0,0,avant clôture #1
B,1788627600,btc-updown-15m-1788627600,-0.017273,0,0,avant clôture #1
C,1788627600,btc-updown-15m-1788627600,-0.001386,0,0,entre #1 et #2
A,1788628500,btc-updown-15m-1788628500,-0.001386,0,0,entre #1 et #2
B,1788628500,btc-updown-15m-1788628500,-0.013706,0,0,après clôture #2
C,1788628500,btc-updown-15m-1788628500,-0.001386,0,0,après clôture #2
A,1788629400,btc-updown-15m-1788629400,-0.001386,0,0,avant clôture #1
B,1788629400,btc-updown-15m-1788629400,-0.010304,0,0,après clôture #2
C,1788629400,btc-updown-15m-1788629400,-0.001386,0,0,avant clôture #1
A,1788630300,btc-updown-15m-1788630300,-0.001386,0,0,entre #1 et #2
B,1788630300,btc-updown-15m-1788630300,-0.005376,0,0,après clôture #2
C,1788630300,btc-updown-15m-1788630300,-0.001386,0,0,après clôture #2
A,1788631200,btc-updown-15m-1788631200,-0.001386,0,0,entre #1 et #2
B,1788631200,btc-updown-15m-1788631200,-0.021286,0,0,entre #1 et #2
C,1788631200,btc-updown-15m-1788631200,-0.001386,0,0,après clôture #2
A,1788632100,btc-updown-15m-1788632100,-0.001386,0,0,avant clôture #1
B,1788632100,btc-updown-15m-1788632100,-0.021639,0,0,entre #1 et #2
C,1788632100,btc-updown-15m-1788632100,-0.001386,0,0,avant clôture #1
A,1788633000,btc-updown-15m-1788633000,-0.001386,0,0,avant clôture #1
B,1788633000,btc-updown-15m-1788633000,-0.00460955,0,0,après clôture #2
C,1788633000,btc-updown-15m-1788633000,-0.001386,0,0,avant clôture #1
A,1788633900,btc-updown-15m-1788633900,-0.001386,0,0,avant clôture #1
B,1788633900,btc-updown-15m-1788633900,-0.0160128,0,0,entre #1 et #2
C,1788633900,btc-updown-15m-1788633900,-0.001386,0,0,après clôture #2
A,1788634800,btc-updown-15m-1788634800,-0.001386,0,0,entre #1 et #2
B,1788634800,btc-updown-15m-1788634800,-0.0208908,0,0,après clôture #2
C,1788634800,btc-updown-15m-1788634800,-0.001386,0,0,avant clôture #1
A,1788635700,btc-updown-15m-1788635700,-0.001386,0,0,avant clôture #1
B,1788635700,btc-updown-15m-1788635700,-0.011466,0,0,après clôture #2
C,1788635700,btc-updown-15m-1788635700,-0.001386,0,0,avant clôture #1
A,1788636600,btc-updown-15m-1788636600,-0.000856551,0,0,après clôture #2
B,1788636600,btc-updown-15m-1788636600,-0.0118724,0,0,avant clôture #1
C,1788636600,btc-updown-15m-1788636600,-0.000856551,0,0,après clôture #2
A,1788637500,btc-updown-15m-1788637500,-0.001386,0,0,avant clôture #1
B,1788637500,btc-updown-15m-1788637500,-0.0192873,0,0,après clôture #2
C,1788637500,btc-updown-15m-1788637500,-0.001386,0,0,entre #1 et #2
A,1788638400,btc-updown-15m-1788638400,0.012118,2,2,après clôture #2
B,1788638400,btc-updown-15m-1788638400,-0.007896,0,0,après clôture #2
C,1788638400,btc-updown-15m-1788638400,0.00659117,1,1,après clôture #2
A,1788639300,btc-updown-15m-1788639300,-0.001386,0,0,avant clôture #1
B,1788639300,btc-updown-15m-1788639300,-0.0191163,0,0,après clôture #2
C,1788639300,btc-updown-15m-1788639300,-0.001386,0,0,après clôture #2
A,1788640200,btc-updown-15m-1788640200,-0.000960733,0,0,après clôture #2
B,1788640200,btc-updown-15m-1788640200,-0.0197088,0,0,après clôture #2
C,1788640200,btc-updown-15m-1788640200,-0.001386,0,0,avant clôture #1
A,1788641100,btc-updown-15m-1788641100,-0.001386,0,0,avant clôture #1
B,1788641100,btc-updown-15m-1788641100,-0.0154297,0,0,après clôture #2
C,1788641100,btc-updown-15m-1788641100,-0.001386,0,0,avant clôture #1
A,1788642000,btc-updown-15m-1788642000,-0.001386,0,0,après clôture #2
B,1788642000,btc-updown-15m-1788642000,-0.016013,0,0,entre #1 et #2
C,1788642000,btc-updown-15m-1788642000,-0.001386,0,0,après clôture #2
A,1788642900,btc-updown-15m-1788642900,-0.001386,0,0,avant clôture #1
B,1788642900,btc-updown-15m-1788642900,-0.0206693,0,0,après clôture #2
C,1788642900,btc-updown-15m-1788642900,-0.001386,0,0,entre #1 et #2
A,1788643800,btc-updown-15m-1788643800,-0.001386,0,0,entre #1 et #2
B,1788643800,btc-updown-15m-1788643800,-0.013706,0,0,après clôture #2
C,1788643800,btc-updown-15m-1788643800,-0.001386,0,0,entre #1 et #2
A,1788644700,btc-updown-15m-1788644700,0.007935,1,3,après clôture #2
B,1788644700,btc-updown-15m-1788644700,-0.009114,0,0,après clôture #2
C,1788644700,btc-updown-15m-1788644700,-0.00130438,0,0,après clôture #2
A,1788645600,btc-updown-15m-1788645600,-0.001386,0,0,avant clôture #1
B,1788645600,btc-updown-15m-1788645600,-0.0185049,0,0,entre #1 et #2
C,1788645600,btc-updown-15m-1788645600,-0.001386,0,0,avant clôture #1
A,1788646500,btc-updown-15m-1788646500,-0.002744,0,0,entre #1 et #2
B,1788646500,btc-updown-15m-1788646500,-0.013409,0,0,avant clôture #1
C,1788646500,btc-updown-15m-1788646500,-0.004074,0,0,après clôture #2
A,1788647400,btc-updown-15m-1788647400,-0.001386,0,0,entre #1 et #2
B,1788647400,btc-updown-15m-1788647400,-0.00820815,0,0,après clôture #2
C,1788647400,btc-updown-15m-1788647400,-0.00665,0,0,avant clôture #1
A,1788648300,btc-updown-15m-1788648300,0.035259,1,2,après clôture #2
B,1788648300,btc-updown-15m-1788648300,0.015175,1,2,après clôture #2
C,1788648300,btc-updown-15m-1788648300,-0.001386,0,0,avant clôture #1
A,1788649200,btc-updown-15m-1788649200,-0.001386,0,0,avant clôture #1
B,1788649200,btc-updown-15m-1788649200,-0.0134088,0,0,après clôture #2
C,1788649200,btc-updown-15m-1788649200,-0.012065,0,0,avant clôture #1
A,1788650100,btc-updown-15m-1788650100,-0.001386,0,0,après clôture #2
B,1788650100,btc-updown-15m-1788650100,-0.0200221,0,0,avant clôture #1
C,1788650100,btc-updown-15m-1788650100,-0.005376,0,0,avant clôture #1
A,1788651000,btc-updown-15m-1788651000,-0.001386,0,0,avant clôture #1
B,1788651000,btc-updown-15m-1788651000,-0.0117339,0,0,après clôture #2
C,1788651000,btc-updown-15m-1788651000,-0.001386,0,0,entre #1 et #2
A,1788651900,btc-updown-15m-1788651900,-0.001386,0,0,avant clôture #1
B,1788651900,btc-updown-15m-1788651900,-0.0124422,0,0,entre #1 et #2
C,1788651900,btc-updown-15m-1788651900,-0.001386,0,0,entre #1 et #2
A,1788652800,btc-updown-15m-1788652800,-0.001386,0,0,avant clôture #1
B,1788652800,btc-updown-15m-1788652800,-0.013706,0,0,entre #1 et #2
C,1788652800,btc-updown-15m-1788652800,-0.00534931,0,0,après clôture #2
A,1788653700,btc-updown-15m-1788653700,-0.001386,0,0,avant clôture #1
B,1788653700,btc-updown-15m-1788653700,-0.019754,0,0,entre #1 et #2
C,1788653700,btc-updown-15m-1788653700,-0.001386,0,0,avant clôture #1
A,1788654600,btc-updown-15m-1788654600,-0.001386,0,0,avant clôture #1
B,1788654600,btc-updown-15m-1788654600,-0.016013,0,0,avant clôture #1
C,1788654600,btc-updown-15m-1788654600,-0.001386,0,0,avant clôture #1
A,1788655500,btc-updown-15m-1788655500,-0.001386,0,0,avant clôture #1
B,1788655500,btc-updown-15m-1788655500,-0.020885,0,0,entre #1 et #2
C,1788655500,btc-updown-15m-1788655500,-0.001386,0,0,avant clôture #1
A,1788656400,btc-updown-15m-1788656400,-0.001386,0,0,avant clôture #1
B,1788656400,btc-updown-15m-1788656400,-0.0183109,0,0,après clôture #2
C,1788656400,btc-updown-15m-1788656400,-0.001386,0,0,avant clôture #1
A,1788657300,btc-updown-15m-1788657300,-0.001386,0,0,avant clôture #1
B,1788657300,btc-updown-15m-1788657300,-0.009114,0,0,entre #1 et #2
C,1788657300,btc-updown-15m-1788657300,-0.001386,0,0,avant clôture #1
A,1788658200,btc-updown-15m-1788658200,-0.001386,0,0,avant clôture #1
B,1788658200,btc-updown-15m-1788658200,-0.019709,0,0,entre #1 et #2
C,1788658200,btc-updown-15m-1788658200,-0.001386,0,0,après clôture #2
A,1788659100,btc-updown-15m-1788659100,-0.001386,0,0,avant clôture #1
B,1788659100,btc-updown-15m-1788659100,-0.022033,0,0,avant clôture #1
C,1788659100,btc-updown-15m-1788659100,-0.001386,0,0,après clôture #2
A,1788660000,btc-updown-15m-1788660000,-0.001386,0,0,après clôture #2
B,1788660000,btc-updown-15m-1788660000,-0.005376,0,0,entre #1 et #2
C,1788660000,btc-updown-15m-1788660000,-0.001386,0,0,après clôture #2
A,1788660900,btc-updown-15m-1788660900,-0.001386,0,0,après clôture #2
B,1788660900,btc-updown-15m-1788660900,-0.0178782,0,0,avant clôture #1
C,1788660900,btc-updown-15m-1788660900,-0.00665,0,0,après clôture #2
A,1788661800,btc-updown-15m-1788661800,-0.001386,0,0,entre #1 et #2
B,1788661800,btc-updown-15m-1788661800,-0.016013,0,0,entre #1 et #2
C,1788661800,btc-updown-15m-1788661800,-0.001386,0,0,entre #1 et #2
A,1788662700,btc-updown-15m-1788662700,0.0129876,5,10,après clôture #2
B,1788662700,btc-updown-15m-1788662700,-0.00701998,0,0,après clôture #2
C,1788662700,btc-updown-15m-1788662700,0.007935,3,4,après clôture #2
A,1788663600,btc-updown-15m-1788663600,-0.001386,0,0,avant clôture #1
B,1788663600,btc-updown-15m-1788663600,-0.005376,0,0,entre #1 et #2
C,1788663600,btc-updown-15m-1788663600,-0.001386,0,0,entre #1 et #2
A,1788664500,btc-updown-15m-1788664500,-0.001386,0,0,avant clôture #1
B,1788664500,btc-updown-15m-1788664500,-0.012065,0,0,entre #1 et #2
C,1788664500,btc-updown-15m-1788664500,-0.001386,0,0,avant clôture #1
A,1788665400,btc-updown-15m-1788665400,-0.00013986,0,0,après clôture #2
B,1788665400,btc-updown-15m-1788665400,-0.010304,0,0,après clôture #2
C,1788665400,btc-updown-15m-1788665400,-0.00013986,0,0,après clôture #2
A,1788666300,btc-updown-15m-1788666300,-0.001386,0,0,avant clôture #1
B,1788666300,btc-updown-15m-1788666300,-0.012065,0,0,après clôture #2
C,1788666300,btc-updown-15m-1788666300,-0.001386,0,0,avant clôture #1
A,1788667200,btc-updown-15m-1788667200,-0.001386,0,0,après clôture #2
B,1788667200,btc-updown-15m-1788667200,-0.0181738,0,0,entre #1 et #2
C,1788667200,btc-updown-15m-1788667200,-0.00595133,0,0,après clôture #2
A,1788668100,btc-updown-15m-1788668100,-0.004074,0,0,après clôture #2
B,1788668100,btc-updown-15m-1788668100,-0.016856,0,0,avant clôture #1
C,1788668100,btc-updown-15m-1788668100,-0.010304,0,0,entre #1 et #2
A,1788669000,btc-updown-15m-1788669000,-0.001386,0,0,entre #1 et #2
B,1788669000,btc-updown-15m-1788669000,-0.016013,0,0,après clôture #2
C,1788669000,btc-updown-15m-1788669000,-0.001386,0,0,entre #1 et #2
